lni_edition,year,filename,label_research_software,label_justification,status
lni111,2007,gi-proc-111-030.pdf,0,"The article discusses the integration of e-learning and the development of support structures for teaching at a university, but it does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni111,2007,gi-proc-111-031.pdf,0,"The article discusses the use of E-Learning platforms (WebCT and BSCL) in an educational context but does not provide any details about specific research software, source code, algorithms, or computational workflows created during the research process. Therefore, it does not contain research software.",success
lni111,2007,gi-proc-111-032.pdf,0,"The article discusses the use of online learning platforms and pedagogical approaches in education but does not mention any specific research software, source code, algorithms, or computational workflows created for research purposes.",success
lni132,2008,101.pdf,1,"The article discusses the integration of a service-oriented architecture for a Thermoschock testing facility, utilizing the Wasabi Framework for connecting various research and learning services. This indicates the use of software frameworks and potentially includes algorithms and scripts developed for the integration and operation of the testing facility, which qualifies as research software.",success
lni132,2008,113.pdf,1,"The article discusses the development and evaluation of a software prototype designed to support resource-based learning, specifically a knowledge network tool integrated as a Firefox extension. It details the implementation of this software, including its features and functionalities, which indicates that it includes research software created for a research purpose.",success
lni132,2008,125.pdf,1,"The article describes the development and implementation of a goal management tool as a Firefox extension, which includes functionalities for setting and organizing learning goals, as well as integrating web resources. This indicates the presence of research software, as it involves coding and software development for educational purposes.",success
lni132,2008,137.pdf,1,"The article discusses a web-based collaborative authoring system (Mehrautorensystem) that is used for creating and managing documents in an educational context. It describes the system's functionalities, including versioning, logging, and collaborative features, which imply the existence of software developed for research purposes. Additionally, the article mentions ongoing development and improvements to the system, indicating that it is actively used and refined for research and educational applications.",success
lni132,2008,149.pdf,1,"The article discusses the development of an algorithm for automatic semantic annotation of lecture videos, which involves the creation of OWL files and a semantic search engine. This indicates the presence of software components, such as algorithms and potentially scripts or workflows, used for processing and annotating multimedia data.",success
lni132,2008,15.pdf,0,"The article discusses the concept of the 'Net Generation' and analyzes various studies related to media usage and socialization without mentioning any specific research software, algorithms, or computational tools developed as part of the research process.",success
lni132,2008,161.pdf,1,"The article discusses the development and implementation of a prototype system for presentation and recording of lectures, which involves the use of remote desktop protocols (RDP and VNC) and multimedia infrastructure. It mentions the creation of a prototype that allows for the presentation of Windows systems via RDP, indicating that software was developed for research purposes. Additionally, the article describes the use of specific software components and protocols, which suggests the presence of research software.",success
lni132,2008,173.pdf,1,"The article discusses the development of DUESIE, an online exercise system for programming education, which includes features for automatic evaluation and grading of programming tasks in Java and SML. It mentions the use of external tools like ANT for compiling code, PMD for code analysis, and ArgoUML for UML diagram creation, indicating the presence of software components created for research purposes.",success
lni132,2008,185.pdf,1,"The article discusses the development and implementation of a web-based exercise management module integrated into an eLearning portal, which involves the use of software frameworks (e.g., Microsoft Office SharePoint Server, Windows Workflow Foundation) and mentions the creation of a flexible exercise management system. This indicates the presence of research software developed for educational purposes.",success
lni132,2008,197.pdf,1,"The article discusses a security architecture for electronic examinations, which includes the development of a software applet for authentication and communication with smartcard readers. This indicates the presence of research software as it involves the creation of software components specifically for the research purpose of securing electronic exams.",success
lni132,2008,209.pdf,0,"The article discusses a qualitative evaluation of a teaching concept that incorporates various media formats such as podcasts, online tests, and live coaching. However, it does not mention any specific research software, source code, algorithms, or computational workflows created for the research process. Therefore, it does not contain research software.",success
lni132,2008,221.pdf,1,"The article discusses the development of a technical platform that integrates various tools such as E-Portfolios, Social Networking, and E-Assessment, which indicates the creation of software for research purposes. It also mentions the use of design-based research and agile software development methods, suggesting that software was developed as part of the research process.",success
lni132,2008,233.pdf,0,"The article discusses the use of online learning platforms and their impact on student performance, but it does not mention any specific research software, source code, algorithms, or computational workflows developed during the research process. It focuses on educational methodologies and outcomes rather than software development.",success
lni132,2008,245.pdf,1,"The article discusses a software-based support system designed to assist educators in the didactic-methodical design of online courses. It describes the development and functionality of a software assistant that provides recommendations and supports various phases of course design, indicating that it includes research software developed for educational purposes.",success
lni132,2008,257.pdf,1,"The article discusses the development of a software-based teaching assistant that supports the design and execution of online educational processes. It mentions the use of a Task-Management System and a state machine for process execution, indicating the presence of software components created for research purposes.",success
lni132,2008,269.pdf,1,"The article discusses 'Learnflow Mining,' which is a method derived from process mining techniques. It mentions the use of specific tools like the 'FreeStyler' and 'VipTool' for modeling and analyzing learning processes, indicating the presence of software tools developed for research purposes. Additionally, it refers to algorithms and computational methods used to generate process models from event logs, which aligns with the definition of research software.",success
lni132,2008,281.pdf,1,"The article discusses the development of a tool called CleverPHL, which is designed for GUI testing in Java applications. This indicates the presence of software that was created for research purposes, specifically for automating user interface testing. The mention of specific functionalities and the context of its development suggest that it includes source code or scripts related to this software.",success
lni132,2008,29.pdf,1,"The article discusses the use of 'media2mult', which is a software tool for creating and managing multimedia documents. It includes references to specific functionalities and components of the software, indicating that it was developed for research purposes. Additionally, the article includes screenshots and descriptions of the software's interface and capabilities, further supporting the presence of research software.",success
lni132,2008,293.pdf,1,"The article describes the implementation of an adaptive help system called CHEetah, which is developed using C++ and PHP. This indicates the presence of research software, as it involves source code and algorithms created for the purpose of enhancing user support in web-based systems.",success
lni132,2008,305.pdf,0,"The article discusses a pedagogical approach to supervising thesis projects using technopädagogische Entwurfsmuster (technological pedagogical design patterns) but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. It focuses on the methodology and experiences rather than on software development or tools.",success
lni132,2008,317.pdf,0,"The article discusses data privacy and management in learning management systems (LMS) but does not mention any specific research software, source code, algorithms, or computational workflows developed as part of the research. It focuses on theoretical aspects and conceptual problems rather than providing or referencing any software tools or scripts.",success
lni132,2008,329.pdf,0,"The article discusses data protection regulations in e-learning and the use of Learning Management Systems (LMS) but does not mention any specific research software, source code, algorithms, or computational workflows. It focuses on legal and ethical considerations rather than the development or use of software for research purposes.",success
lni132,2008,341.pdf,1,"The article discusses the e-Learning system APOSDLE, which involves the development of software that processes personal data and supports learning in a workplace context. It describes specific functionalities, such as context monitoring and user interaction tracking, which imply the existence of algorithms and scripts developed for these purposes. Additionally, the mention of components like the Privacy Enhancement Service and Security Manager indicates that software was created to address privacy and security concerns, further supporting the classification that this article contains research software.",success
lni132,2008,353.pdf,1,"The article discusses the Graphical Learning Modeller (GLM), which is a software tool designed to help educators create IMS Learning Design compliant learning units. It details the functionalities of the GLM, its underlying technical structures, and the algorithms used for generating IMS LD compliant learning sequences. This indicates that the article contains research software developed for educational purposes.",success
lni132,2008,365.pdf,0,"The article discusses the development of computer-based learning games and various models for their systematic development, but it does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni132,2008,377.pdf,1,"The article discusses the development and implementation of a Proxy Server as a Proof-of-Concept for enhancing security in E-Learning systems. This indicates the presence of research software, as it involves the creation of a software application (the Proxy Server) designed for a specific research purpose related to information security in E-Learning.",success
lni132,2008,389.pdf,1,"The article discusses the integration of algorithm animations and visualizations in teaching, specifically mentioning the ANIMAL system, which is a tool for creating algorithm animations. It describes how this software can be used in educational contexts, indicating that it is a research software developed for educational purposes.",success
lni132,2008,401.pdf,1,"The article discusses the development of a new XML-based standard (xml3DVis) for 3D animation of algorithms and data structures, and it describes the implementation of an interpreter for this standard. This indicates the presence of research software, as it involves the creation of scripts and an interpreter specifically designed for visualizing algorithms, which qualifies as research software.",success
lni132,2008,41.pdf,0,"The article discusses the orchestration of Web 2.0 applications in educational contexts and does not mention any specific research software, source code, algorithms, or computational workflows created for research purposes. It focuses on theoretical aspects and practical applications of existing Web 2.0 tools rather than presenting new software developed during the research.",success
lni132,2008,413.pdf,1,"The article includes references to software development, specifically mentioning the use of an Integrated Development Environment (IDE) for creating educational software, as well as examples of algorithms and computational workflows. Additionally, images on pages 4 and 6 depict software interfaces and examples of programming tasks, indicating that research software was developed as part of the research process.",success
lni132,2008,425.pdf,1,"The article describes the development of a Feedback Annotation Service (FAS), which is an interactive multimedia application designed for creating feedback based on eLectures. It mentions the use of a player for synchronous playback and a component for annotating and sending feedback, indicating that software was developed for research purposes. Additionally, it references the Tele Teaching Tool (TTT) that was further developed for their needs, suggesting the presence of research software.",success
lni132,2008,427.pdf,1,"The article discusses a system for searching lecture videos based on speech transcripts, which involves the use of a speech recognition engine and algorithms for indexing and navigating video content. This indicates the presence of research software components, such as algorithms and possibly scripts, developed for the purpose of enhancing multimedia data accessibility.",success
lni132,2008,429.pdf,0,"The article discusses the development of an online platform (Skizzenblog) for collaborative sketching in design but does not mention any specific research software, source code, algorithms, or computational workflows created for research purposes.",success
lni132,2008,431.pdf,1,"The article discusses the development of an integrated literature module for an e-learning platform, which involves the use of Visual Library .NET for searching catalog data. This indicates the presence of software components created for research purposes, specifically for managing and providing access to literature in an educational context.",success
lni132,2008,433.pdf,0,"The article discusses the implementation and integration of web-based training (WBT) within a learning management system (LMS) at a university. However, it does not mention any specific research software, source code, algorithms, or computational workflows created for research purposes. The focus is on educational methods and administrative processes rather than on software developed for research.",success
lni132,2008,53.pdf,0,"The article discusses the use of Second Life as a virtual learning environment and reports on a research project involving its application in an educational context. However, it does not mention any specific research software, source code, algorithms, or scripts developed as part of the research process. The focus is primarily on the implementation and evaluation of Second Life in teaching, rather than on the creation or use of research software.",success
lni132,2008,65.pdf,1,"The article discusses the integration of various systems, including Learning Management Systems (LMS) and Campus Management Systems (CMS), and mentions the development of interfaces and middleware solutions such as the Enterprise Service Bus (ESB) and specific software components for data exchange. It also references the implementation of services and scripts for data transformation and synchronization, indicating the presence of research software developed for the purpose of enhancing eLearning integration.",success
lni132,2008,77.pdf,1,"The article discusses the development of a prototype system that integrates various services for eLearning, specifically mentioning the implementation of a service-oriented architecture (SOA) and the use of web services for managing audio and video streams. This indicates the presence of software components created for research purposes, such as the control services and streaming services, which are integral to the system's functionality.",success
lni132,2008,89.pdf,1,"The article discusses the development of a prototype system for integrating dynamic media into a learning platform, specifically mentioning components like a media server and a streaming server, which are indicative of research software. Additionally, it references the use of AJAX and other technologies for implementation, suggesting that source code or scripts were likely created as part of the research process.",success
lni153,2009,gi-proc-153-001.pdf,1,"The article discusses the development and use of a specific markup language (VSCML) for processing educational content in chemistry, as well as the implementation of a SCORM generator for exporting learning modules. These elements indicate the presence of software components created for research purposes, including scripts and algorithms for content management and transformation.",success
lni153,2009,gi-proc-153-002.pdf,0,"The article discusses conceptual approaches to Web-based Trainings (WBTs) and does not mention any specific research software, source code, algorithms, or computational workflows developed during the research process. It focuses on theoretical frameworks and challenges in E-Learning without providing evidence of software development.",success
lni153,2009,gi-proc-153-003.pdf,0,"The article evaluates open-source learning management systems (LMS) for accessibility but does not mention any specific research software, source code, algorithms, or scripts created during the research process. It focuses on the assessment of existing LMS rather than the development of new software.",success
lni153,2009,gi-proc-153-004.pdf,1,"The article discusses the development of the SIVA Suite, a prototype authoring tool for creating interactive videos in E-Learning applications. This tool is explicitly described as a software solution designed to facilitate the production of interactive learning content, indicating that it includes research software components such as algorithms and scripts for video processing and interactivity.",success
lni153,2009,gi-proc-153-005.pdf,1,"The article discusses the use of a learning management system (LMS) and mentions the availability of code examples and eTests, which are indicative of research software components. The integration of these digital tools for educational purposes suggests that there are scripts or algorithms involved in the implementation of the eLearning formats and assessments.",success
lni153,2009,gi-proc-153-006.pdf,1,"The article discusses the development and implementation of a learning simulation software called FISS (Fertigungs- und Instandhaltungsstrategie Simulation), which was created for training purposes in collaboration with Daimler AG. This software is explicitly mentioned as a tool used in the research to evaluate learning outcomes, indicating that it qualifies as research software.",success
lni153,2009,gi-proc-153-007.pdf,0,"The article discusses the development and privacy considerations of E-Learning platforms but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. It focuses on theoretical frameworks and empirical investigations rather than providing or detailing any software.",success
lni153,2009,gi-proc-153-008.pdf,0,"The article discusses security issues in E-Learning systems and presents theoretical frameworks and analyses but does not mention any specific research software, source code, algorithms, or computational workflows developed as part of the research.",success
lni153,2009,gi-proc-153-009.pdf,0,"The article discusses security issues related to dynamic extension modules in e-learning systems, specifically using Moodle as an example. While it mentions the concept of modularization and the use of various modules, it does not provide any source code, algorithms, scripts, or computational workflows that would qualify as research software. The focus is primarily on theoretical discussions and security vulnerabilities rather than on the development or presentation of research software.",success
lni153,2009,gi-proc-153-010.pdf,1,"The article discusses the development and analysis of a model for collaborative video annotation processes, which implies the use of specific video annotation software. It mentions the need for software to support various tasks and processes in video analysis, indicating that research software was likely created or utilized in the study.",success
lni153,2009,gi-proc-153-011.pdf,1,"The article describes the development of a tool named 'aofconvert' that allows for the visual referencing of lecture recordings within a Wiki. This tool is explicitly mentioned as being created for research purposes, indicating that it qualifies as research software.",success
lni153,2009,gi-proc-153-012.pdf,1,"The article discusses the development of various E-Learning applications, including an online learning game called 'Software Engineering in the Future' and MI-Learning online lessons. These applications involve software components designed for educational purposes, indicating the presence of research software created for the research process.",success
lni153,2009,gi-proc-153-013.pdf,1,"The article discusses a pattern-based approach for creating and sharing social practices using Web 2.0 concepts, and mentions the development of a prototype portal for pattern-based knowledge communication. This indicates the presence of software tools or systems developed for research purposes, which qualifies as research software.",success
lni153,2009,gi-proc-153-014.pdf,1,"The article describes the use of a specific software application called 'WebTourCreator,' which is designed for creating web-based educational modules. This software allows users to embed questions and comments on web pages, indicating that it was developed for a research purpose in the context of educational technology. Therefore, it qualifies as research software.",success
lni153,2009,gi-proc-153-015.pdf,1,"The article discusses the implementation of mobile desks as a form of virtual learning, specifically mentioning the use of the bid-owl server and the sTeam server for creating virtual knowledge spaces. It details the technical implementation, including the use of an AJAX framework (ExtJS) for the user interface, which indicates the presence of software developed for educational purposes. Additionally, the article describes functionalities that suggest the existence of scripts and algorithms to facilitate the learning process.",success
lni153,2009,gi-proc-153-016.pdf,1,"The article discusses the development of a community platform based on semantic networks, which involves the use of specific technologies and software (e.g., k-Infinity software) for managing the semantic network. It also mentions the creation of a structured ontology and the implementation of a web-based knowledge portal, indicating the presence of software components developed for research purposes.",success
lni153,2009,gi-proc-153-017.pdf,1,"The article discusses the development and implementation of the Digicampus, a central e-learning platform that integrates various educational tools and systems. It specifically mentions the creation of plugins, such as 'LectureReg', which enhance the functionality of the existing Learning Management System (LMS) Stud.IP. This indicates the presence of research software in the form of developed applications and plugins that were created for educational purposes.",success
lni153,2009,gi-proc-153-018.pdf,1,"The article discusses the development of XML-based tools and languages for creating eLearning content, specifically mentioning various authoring solutions and transformation tools that are part of the research process. These tools, such as the Authoring platform Explain and the XML language <ML>³, indicate the presence of software developed for research purposes.",success
lni153,2009,gi-proc-153-019.pdf,1,"The article discusses an automatic grading system for programming tasks, specifically the system named JACK, which includes details about its implementation, functionalities, and the algorithms used for static and dynamic testing of programming solutions. This indicates the presence of research software developed for educational purposes, as it involves source code and algorithms created for the research process.",success
lni153,2009,gi-proc-153-020.pdf,1,"The article discusses the development of TestWeb, a web-based E-Assessment environment that includes various interactive components and functionalities for online testing. It mentions the use of PHP for development, MySQL for data storage, and the implementation of interactive tasks through plugins, indicating the presence of software created for research purposes.",success
lni153,2009,gi-proc-153-021.pdf,1,"The article discusses the development and implementation of various software components (eduComponents) for automated assessment of programming tasks, including specific backends for different programming languages and a service-oriented architecture. It details the functionalities of these components, such as ECAutoAssessmentBox and ECSpooler, which are designed for educational purposes, indicating that they are indeed research software created for a specific research purpose.",success
lni153,2009,gi-proc-153-022.pdf,1,"The article discusses the MATCHIX authorship tool, which is explicitly described as software designed for creating multimedia learning environments. It includes functionalities for handling various media types (text, audio, video) and allows users to create educational tasks, indicating that it is a research software developed for educational purposes.",success
lni153,2009,gi-proc-153-023.pdf,1,"The article discusses the implementation of a security and rights management system for electronic examinations, which involves the development of a software proxy and mentions specific systems like KLAUSIE that are based on PHP and MySQL. The detailed description of the architecture and functionalities indicates that research software was created or utilized for the purpose of enhancing electronic examination security.",success
lni153,2009,gi-proc-153-024.pdf,1,"The article discusses a web-based exercise system integrated into the RWTH Aachen University learning platform, which includes functionalities for providing feedback and managing exercises. It mentions the implementation of this system based on Microsoft Office SharePoint Server and ASP.NET, indicating that software was developed for research purposes to enhance educational practices. Therefore, it contains research software.",success
lni169,2010,109.pdf,1,The article discusses a graph-based approach to modeling assessment criteria and mentions a prototypical implementation of a system for managing these criteria. This indicates the presence of research software developed for the purpose of supporting educational assessment scenarios.,success
lni169,2010,121.pdf,0,"The article discusses the integration of web services and lecture recordings for educational purposes, but it does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. Therefore, it does not contain research software.",success
lni169,2010,133.pdf,1,"The article describes ViLM, a platform-independent software developed for video annotation in educational contexts. It details the architecture, components, and functionalities of ViLM, indicating that it is a research software created for the purpose of enhancing teaching and learning processes.",success
lni169,2010,145.pdf,1,"The article discusses the development of a framework called Feedback-M, which is designed for semi-automatic feedback in eLearning applications. It mentions that Feedback-M was programmed in Java and is available under the GNU General Public License, indicating that it includes source code and is intended for research purposes. Additionally, the article describes its implementation in various eLearning applications, further supporting the presence of research software.",success
lni169,2010,157.pdf,1,"The article discusses a software prototype named 'SmartTravel' that is designed to support training and enhance the learning experience for travel consultants. It describes the functionalities of this software, including its use in a cooperative media environment and its integration with communication tools like Skype. The focus on a specific software system developed for research purposes indicates that it contains research software.",success
lni169,2010,169.pdf,1,"The article discusses the integration of Creative Commons license management into the Open Learning Content Authoring and Management platform 'docendo', which is described as an open-source software. The text indicates that 'docendo' is a platform developed for creating and managing educational resources, implying the presence of software components, such as the CC JavaScript Widget and other functionalities that support the management of license information. Therefore, it contains research software.",success
lni169,2010,181.pdf,1,"The article discusses the LON-CAPA initiative, which involves a distributed platform for electronic assessments and includes the creation of automated exercises and resources. It mentions the use of a construction area for creating tasks, which implies the existence of software tools and scripts for generating and managing these educational resources. Additionally, the project eÜbungen developed around 1500 exercises that are made available in the LON-CAPA network, indicating the presence of research software related to educational assessments.",success
lni169,2010,191.pdf,1,"The article discusses methods for semi-automatically extracting job profiles from job advertisements using clustering techniques and algorithms. It mentions the use of data mining methods and specific algorithms (e.g., k-Means, X-Means) for processing and analyzing data, which implies the presence of computational workflows and potentially source code related to these methods.",success
lni169,2010,203.pdf,1,"The article discusses the implementation of a specific learning management system (LMS) called Casus, which is designed for problem-based learning in medical education. It details the integration of this software with existing systems (MediTUM and CLIX) and describes its functionalities, indicating that it was developed for research and educational purposes. This suggests the presence of research software related to the educational methodologies discussed.",success
lni169,2010,21.pdf,1,"The article discusses the development and application of the VOLEM model for creating learning films, which includes specific methodologies and processes for video production. It mentions the use of software tools like Magix for video editing and IDEF0 for process visualization, indicating that software was utilized in the research process. Additionally, the collaborative nature of the project suggests that scripts or algorithms may have been involved in the production and evaluation of the learning films.",success
lni169,2010,215.pdf,1,"The article discusses the implementation of a data model and a system architecture for exporting data from a Learning Management System (LMS), specifically Moodle. It mentions the development of an application in Java that utilizes MySQL and Hibernate for data extraction and analysis, indicating the presence of software created for research purposes.",success
lni169,2010,227.pdf,1,"The article discusses the development of monitoring and analysis tools designed to support action research in blended learning scenarios. It mentions the intention to create user-friendly tools that facilitate evaluation processes, which implies the creation of software or algorithms for data collection and analysis. Additionally, it references the integration of these tools into an existing learning management system, indicating the presence of research software developed for educational purposes.",success
